brand,che_pc_usd,che_perc_gdp,cluster_nl,corporation,country,launch_date,date,drug_id,ind_launch_date,indication,insurance_perc_che,population,prev_perc,price_month,price_unit,public_perc_che,therapeutic_area,target,drug_in_other_countries,therapeutic_area_encoded
BRAND_5F0D,1.9680087390761547,1.864988728451703,BRAND_5F0D_COUNTRY_4242,CORP_8F4F,COUNTRY_4242,2016-03-01,2019-02-01,DRUG_ID_2A56,-1,['IND_7C11'],-1.0,1.0108949180033329,0.0031136826008119,2.2459082192391744,1.5658957454916962,2.0,THER_AREA_96D7,1.0154897556441052,True,9
BRAND_DBFB,2.286204744069913,1.8468803911778664,BRAND_DBFB_COUNTRY_D5B9,CORP_443D,COUNTRY_D5B9,2015-09-01,2019-02-01,DRUG_ID_D8C3,-1,"['IND_0C70', 'IND_D9FB']",-1.0,1.0071334268704493,0.0048327619715989,1.1782098737903046,1.5709571568498255,2.029850746268657,THER_AREA_66C5,1.3486312431847445,True,6
BRAND_8655,1.9680087390761547,1.864988728451703,BRAND_8655_COUNTRY_4242,CORP_39F7,COUNTRY_4242,2018-03-01,2019-02-01,DRUG_ID_1B59,-1,['IND_F338'],-1.0,1.0108949180033329,0.0071659550822146,-1.0,2.070285271411462,2.0,THER_AREA_96D7,1.4112701630277174,True,9
BRAND_CCAA,1.9680087390761547,1.864988728451703,BRAND_CCAA_COUNTRY_4242,CORP_8F4F,COUNTRY_4242,2014-09-01,2019-02-01,DRUG_ID_07FE,-1,"['IND_36A0', 'IND_F338']",-1.0,1.0108949180033329,0.0143319101644292,1.5992507692993805,1.75235226235618,2.0,THER_AREA_96D7,1.1750444295751326,True,9
BRAND_FCB2,1.9680087390761547,1.864988728451703,BRAND_FCB2_COUNTRY_4242,CORP_A713,COUNTRY_4242,2015-01-01,2019-02-01,DRUG_ID_30F8,-1,"['IND_C3B6', 'IND_617C']",-1.0,1.0108949180033329,0.112742732231451,1.0047830352762788,1.012439856020264,2.0,THER_AREA_980E,1.059483603978589,True,10
BRAND_8D59,1.9324282147315857,1.9001349321424512,BRAND_8D59_COUNTRY_C8F4,CORP_A713,COUNTRY_C8F4,2017-02-01,2019-02-01,DRUG_ID_2F40,-1,['IND_C3B6'],-1.0,1.0472842067300348,0.0323571287683057,1.0992953663648932,1.334992561806282,2.0149253731343286,THER_AREA_980E,1.0789983412243471,True,10
BRAND_C3BC,2.286204744069913,1.8468803911778664,BRAND_C3BC_COUNTRY_D5B9,CORP_711A,COUNTRY_D5B9,2016-11-01,2019-02-01,DRUG_ID_C94D,-1,['IND_BAFB'],-1.0,1.0071334268704493,0.0028207758726596,1.1370467823217232,1.2618992628027486,2.029850746268657,THER_AREA_6CEE,1.0198518763861977,True,7
BRAND_0795,2.286204744069913,1.8468803911778664,BRAND_0795_COUNTRY_D5B9,CORP_D2B7,COUNTRY_D5B9,2016-09-01,2019-02-01,DRUG_ID_37BB,-1,"['IND_DA0B', 'IND_BD8B']",-1.0,1.0071334268704493,0.0333662272860669,1.1057842393970476,1.195176040174284,2.029850746268657,THER_AREA_96D7,1.0020547608976014,True,9
BRAND_51B0,2.286204744069913,1.8468803911778664,BRAND_51B0_COUNTRY_D5B9,CORP_A278,COUNTRY_D5B9,2014-11-01,2019-02-01,DRUG_ID_BD35,-1,['IND_BAFB'],-1.0,1.0071334268704493,0.0028207758726596,1.1060964188556393,1.4674629726212387,2.029850746268657,THER_AREA_6CEE,1.276086307006972,True,7
BRAND_4419,1.9324282147315857,1.9001349321424512,BRAND_4419_COUNTRY_C8F4,CORP_C868,COUNTRY_C8F4,2016-03-01,2019-02-01,DRUG_ID_BBEC,-1,"['IND_FAD6', 'IND_4106', 'IND_A392']",-1.0,1.0472842067300348,0.0013414550226133,1.697334582051168,2.3692520799508925,2.0149253731343286,THER_AREA_96D7,1.054777448068185,True,9
BRAND_7202,1.8542446941323347,2.054177363862654,BRAND_7202_COUNTRY_D8B0,CORP_5CBD,COUNTRY_D8B0,2016-02-01,2019-02-01,DRUG_ID_37C9,-1,"['IND_B2EF', 'IND_92DC']",2.0266666666666664,1.649419474625573,0.0018600138176797,1.352562101413727,1.357886793531954,1.8955223880597007,THER_AREA_980E,2.334532084331574,True,10
BRAND_4EAC,2.286204744069913,1.8468803911778664,BRAND_4EAC_COUNTRY_D5B9,CORP_39F7,COUNTRY_D5B9,2018-09-01,2019-02-01,DRUG_ID_0259,-1,"['IND_A24B', 'IND_BD8B']",-1.0,1.0071334268704493,0.0160985909498733,1.127999949031925,1.21442108445727,2.029850746268657,THER_AREA_96D7,1.022122202006928,True,9
BRAND_09DF,2.286204744069913,1.8468803911778664,BRAND_09DF_COUNTRY_D5B9,CORP_8E0A,COUNTRY_D5B9,2018-07-01,2019-02-01,DRUG_ID_7D43,-1,"['IND_035A', 'IND_C829', 'IND_4F87']",-1.0,1.0071334268704493,0.002014965711058,1.4662325885623393,1.4769291237639195,2.029850746268657,THER_AREA_96D7,1.01104615960974,True,9
BRAND_F5E9,1.6644818976279652,1.952043197880044,BRAND_F5E9_COUNTRY_53A5,CORP_C868,COUNTRY_53A5,2017-05-01,2019-02-01,DRUG_ID_16F3,-1,['IND_B2EF'],2.0,2.0083704821485635,0.0023558034127301,1.5603621281719662,1.5948726484239384,2.0,THER_AREA_96D7,5.068223527540968,True,9
BRAND_076F,1.8542446941323347,2.054177363862654,BRAND_076F_COUNTRY_D8B0,CORP_7883,COUNTRY_D8B0,2016-08-01,2019-02-01,DRUG_ID_B8A8,-1,"['IND_7C11', 'IND_B2EF', 'IND_5257', 'IND_545C']",2.0266666666666664,1.649419474625573,0.0087863694832903,2.18695089863087,1.4883932225936187,1.8955223880597007,THER_AREA_96D7,7.668749352220336,True,9
BRAND_71FA,1.9104244694132333,1.86944492435777,BRAND_71FA_COUNTRY_4442,CORP_E8B1,COUNTRY_4442,2018-06-01,2019-02-01,DRUG_ID_7D8C,2020-02-01 00:00:00,"['IND_D5C1', 'IND_7C11', 'IND_B2EF', 'IND_C829', 'IND_F1DB', 'IND_545C']",1.0,1.1699469022982305,0.0123216568977032,2.079605761940864,1.0075465093674918,1.82089552238806,THER_AREA_96D7,4.44694632903237,True,9
BRAND_7114,1.7239388264669162,1.938012175404499,BRAND_7114_COUNTRY_0309,CORP_6095,COUNTRY_0309,2014-11-01,2019-02-01,DRUG_ID_5417,-1,"['IND_851C', 'IND_0AE9', 'IND_8F07', 'IND_176A', 'IND_632E']",2.0266666666666664,1.4952821170918449,0.0799303834402572,1.6353030370601616,1.1784518447083363,1.8805970149253728,THER_AREA_CD59,7.55137844701145,True,11
BRAND_4048,1.8542446941323347,2.054177363862654,BRAND_4048_COUNTRY_D8B0,CORP_01C7,COUNTRY_D8B0,2014-11-01,2019-02-01,DRUG_ID_3416,-1,['IND_617C'],2.0266666666666664,1.649419474625573,0.0848405345371062,1.0083396512509477,1.0407676168196816,1.8955223880597007,THER_AREA_980E,3.4186378523927345,True,10
BRAND_58DC,1.9324282147315857,1.9001349321424512,BRAND_58DC_COUNTRY_C8F4,CORP_01C7,COUNTRY_C8F4,2016-11-01,2019-02-01,DRUG_ID_4730,-1,"['IND_7C11', 'IND_B2EF']",-1.0,1.0472842067300348,0.0011523059235325,1.5318200062435892,1.4246241437985885,2.0149253731343286,THER_AREA_96D7,1.059092488196402,True,9
BRAND_C020,2.286204744069913,1.8468803911778664,BRAND_C020_COUNTRY_D5B9,CORP_A713,COUNTRY_D5B9,2017-01-01,2019-02-01,DRUG_ID_CD18,-1,['IND_617C'],-1.0,1.0071334268704493,0.0848405345371062,1.0042813182892565,1.020788158540595,2.029850746268657,THER_AREA_980E,1.0181866133591793,True,10
BRAND_C3BC,1.9680087390761547,1.864988728451703,BRAND_C3BC_COUNTRY_4242,CORP_711A,COUNTRY_4242,2015-09-01,2019-02-01,DRUG_ID_C94D,-1,['IND_BAFB'],-1.0,1.0108949180033329,0.0028207758726596,1.148329839896535,1.2629245697084963,2.0,THER_AREA_6CEE,1.0517615852118922,True,7
BRAND_4710,1.7239388264669162,1.938012175404499,BRAND_4710_COUNTRY_0309,CORP_8F70,COUNTRY_0309,2017-02-01,2019-02-01,DRUG_ID_79D8,-1,['IND_2816'],2.0266666666666664,1.4952821170918449,0.0001099290719456,-1.0,1.0347682912915894,1.8805970149253728,THER_AREA_980E,3.805592750119055,True,10
BRAND_4979,2.286204744069913,1.8468803911778664,BRAND_4979_COUNTRY_D5B9,CORP_8F4F,COUNTRY_D5B9,2017-07-01,2019-02-01,DRUG_ID_B7E2,-1,['IND_F338'],-1.0,1.0071334268704493,0.0071659550822146,1.822057708602774,1.5778527901673551,2.029850746268657,THER_AREA_96D7,1.07543513808172,True,9
BRAND_7114,1.9680087390761547,1.864988728451703,BRAND_7114_COUNTRY_4242,CORP_6095,COUNTRY_4242,2014-07-01,2019-02-01,DRUG_ID_5417,-1,"['IND_851C', 'IND_0AE9', 'IND_8F07', 'IND_176A', 'IND_632E']",-1.0,1.0108949180033329,0.0887558896195332,1.820327342460866,1.2395365785010748,2.0,THER_AREA_CD59,1.862447639354292,True,11
BRAND_9E22,1.9680087390761547,1.864988728451703,BRAND_9E22_COUNTRY_4242,CORP_E8B1,COUNTRY_4242,2017-10-01,2019-02-01,DRUG_ID_B050,-1,['IND_8EA5'],-1.0,1.0108949180033329,0.0183787783291145,1.8924318779824287,1.3548871325227316,2.0,THER_AREA_96D7,1.0366143322854606,True,9
BRAND_5FA3,2.286204744069913,1.8468803911778664,BRAND_5FA3_COUNTRY_D5B9,CORP_8F4F,COUNTRY_D5B9,2018-01-01,2019-02-01,DRUG_ID_8181,-1,"['IND_D5C1', 'IND_7C11']",-1.0,1.0071334268704493,0.0062273652016239,1.87945413191812,2.679120458986023,2.029850746268657,THER_AREA_96D7,1.008838664465182,True,9
BRAND_076F,1.4639513108614233,1.705942423326694,BRAND_076F_COUNTRY_1007,CORP_7883,COUNTRY_1007,2018-02-01,2019-02-01,DRUG_ID_B8A8,-1,"['IND_7C11', 'IND_B2EF', 'IND_5257', 'IND_545C']",-1.0,1.4588533148514178,0.0112714933883679,2.7391071667484272,1.856100505239171,1.8507462686567164,THER_AREA_96D7,5.637984843756691,True,9
BRAND_152E,1.8542446941323347,2.054177363862654,BRAND_152E_COUNTRY_D8B0,CORP_01C7,COUNTRY_D8B0,2015-03-01,2019-02-01,DRUG_ID_A56F,-1,['IND_851C'],2.0266666666666664,1.649419474625573,0.0671377783259299,1.047941845426571,1.2734031733417004,1.8955223880597007,THER_AREA_CD59,8.737697422035012,True,11
BRAND_2C29,1.7838639200998752,1.8919444994337984,BRAND_2C29_COUNTRY_445D,CORP_A682,COUNTRY_445D,2016-06-01,2019-02-01,DRUG_ID_5657,-1,"['IND_5586', 'IND_0CA5', 'IND_D184', 'IND_F879']",1.0,1.269486907214198,0.0001488334608854,2.000838424831646,2.5998599916553595,1.7910447761194028,THER_AREA_96D7,3.7032848130514906,True,9
BRAND_AD1B,2.286204744069913,1.8468803911778664,BRAND_AD1B_COUNTRY_D5B9,CORP_09BB,COUNTRY_D5B9,2016-05-01,2019-02-01,DRUG_ID_AF8B,-1,"['IND_528C', 'IND_B2EF', 'IND_D082']",-1.0,1.0071334268704493,0.0073051765537193,1.896568255808768,1.372116241500712,2.029850746268657,THER_AREA_96D7,1.0023505238708048,True,9
BRAND_229A,2.286204744069913,1.8468803911778664,BRAND_229A_COUNTRY_D5B9,CORP_5CBD,COUNTRY_D5B9,2016-11-01,2019-02-01,DRUG_ID_BE46,-1,['IND_617C'],-1.0,1.0071334268704493,0.0848405345371062,1.0103019221335237,1.0120592813598688,2.029850746268657,THER_AREA_980E,1.0415656802980022,True,10
BRAND_09DF,1.9680087390761547,1.864988728451703,BRAND_09DF_COUNTRY_4242,CORP_8E0A,COUNTRY_4242,2017-11-01,2019-02-01,DRUG_ID_7D43,-1,"['IND_035A', 'IND_C829', 'IND_4F87']",-1.0,1.0108949180033329,0.002014965711058,1.559529649615722,1.493944583958785,2.0,THER_AREA_96D7,1.0041600926662684,True,9
BRAND_8808,1.9680087390761547,1.864988728451703,BRAND_8808_COUNTRY_4242,CORP_09BB,COUNTRY_4242,2019-01-01,2019-02-01,DRUG_ID_B9AF,-1,"['IND_A24B', 'IND_5B27']",-1.0,1.0108949180033329,0.0619008989212308,1.1561789234268385,1.2839487004391483,2.0,THER_AREA_96D7,1.0086690732612036,True,9
BRAND_8655,1.9324282147315857,1.9001349321424512,BRAND_8655_COUNTRY_C8F4,CORP_39F7,COUNTRY_C8F4,2018-07-01,2019-02-01,DRUG_ID_1B59,-1,['IND_F338'],-1.0,1.0472842067300348,0.003204824245369,1.3627525308834678,1.890118049419204,2.0149253731343286,THER_AREA_96D7,1.1986635804472985,True,9
BRAND_DBFB,1.9324282147315857,1.9001349321424512,BRAND_DBFB_COUNTRY_C8F4,CORP_443D,COUNTRY_C8F4,2015-06-01,2019-02-01,DRUG_ID_D8C3,-1,"['IND_0C70', 'IND_D9FB']",-1.0,1.0472842067300348,0.0014284018171962,1.1923471435579538,1.6325037501033586,2.0149253731343286,THER_AREA_66C5,1.4874263191347858,True,6
BRAND_62C7,1.9680087390761547,1.864988728451703,BRAND_62C7_COUNTRY_4242,CORP_01C7,COUNTRY_4242,2017-01-01,2019-02-01,DRUG_ID_3A6F,-1,"['IND_DA0B', 'IND_9D10', 'IND_BD8B', 'IND_0883']",-1.0,1.0108949180033329,0.0440144200680808,1.1397449047852652,1.2857514088185835,2.0,THER_AREA_96D7,1.1210694846116491,True,9
BRAND_7A87,1.9680087390761547,1.864988728451703,BRAND_7A87_COUNTRY_4242,CORP_615D,COUNTRY_4242,2018-02-01,2019-02-01,DRUG_ID_ED15,-1,['IND_8EA5'],-1.0,1.0108949180033329,0.0183787783291145,2.146456763144985,3.0828828413520712,2.0,THER_AREA_96D7,1.046048864640525,True,9
BRAND_8655,1.8542446941323347,2.054177363862654,BRAND_8655_COUNTRY_D8B0,CORP_39F7,COUNTRY_D8B0,2017-11-01,2019-02-01,DRUG_ID_1B59,-1,['IND_F338'],2.0266666666666664,1.649419474625573,0.0071659550822146,1.7519511216161976,1.868744823903692,1.8955223880597007,THER_AREA_96D7,8.736526987707233,True,9
BRAND_4710,1.8542446941323347,2.054177363862654,BRAND_4710_COUNTRY_D8B0,CORP_8F70,COUNTRY_D8B0,2016-12-01,2019-02-01,DRUG_ID_79D8,-1,['IND_2816'],2.0266666666666664,1.649419474625573,6.705936748070152e-05,3.0242385051063643,2.4379077835591185,1.8955223880597007,THER_AREA_980E,2.6076456925085667,True,10
BRAND_FCB2,2.286204744069913,1.8468803911778664,BRAND_FCB2_COUNTRY_D5B9,CORP_A713,COUNTRY_D5B9,2015-04-01,2019-02-01,DRUG_ID_30F8,-1,"['IND_C3B6', 'IND_617C']",-1.0,1.0071334268704493,0.112742732231451,1.0041475270927174,1.0185353751806117,2.029850746268657,THER_AREA_980E,1.1231109544833042,True,10
BRAND_51B0,1.8542446941323347,2.054177363862654,BRAND_51B0_COUNTRY_D8B0,CORP_A278,COUNTRY_D8B0,2014-10-01,2019-02-01,DRUG_ID_BD35,-1,['IND_BAFB'],2.0266666666666664,1.649419474625573,0.0028207758726596,1.1255407394193462,1.5054152060484127,1.8955223880597007,THER_AREA_6CEE,3.700344295684917,True,7
BRAND_BEF6,2.286204744069913,1.8468803911778664,BRAND_BEF6_COUNTRY_D5B9,CORP_ED1F,COUNTRY_D5B9,2016-08-01,2019-02-01,DRUG_ID_933E,-1,['IND_617C'],-1.0,1.0071334268704493,0.0848405345371062,1.0051286625340052,1.024671102463107,2.029850746268657,THER_AREA_980E,1.0168824978659348,True,10
BRAND_B1E8,1.9680087390761547,1.864988728451703,BRAND_B1E8_COUNTRY_4242,CORP_09BB,COUNTRY_4242,2018-04-01,2019-02-01,DRUG_ID_B4D3,-1,"['IND_DA0B', 'IND_BD8B']",-1.0,1.0108949180033329,0.0333662272860669,1.217165410515988,1.3200823938516586,2.0,THER_AREA_96D7,1.0380780780535344,True,9
BRAND_A00B,2.286204744069913,1.8468803911778664,BRAND_A00B_COUNTRY_D5B9,CORP_5CBD,COUNTRY_D5B9,2016-08-01,2019-02-01,DRUG_ID_37C9,-1,"['IND_B2EF', 'IND_92DC', 'IND_33EF', 'IND_ED96']",-1.0,1.0071334268704493,0.0018600138176797,1.2376577621192526,1.5874605565641822,2.029850746268657,THER_AREA_980E,1.0624647312870792,True,10
BRAND_DBFB,1.8542446941323347,2.054177363862654,BRAND_DBFB_COUNTRY_D8B0,CORP_443D,COUNTRY_D8B0,2015-07-01,2019-02-01,DRUG_ID_D8C3,-1,"['IND_0C70', 'IND_D9FB']",2.0266666666666664,1.649419474625573,0.0048327619715989,1.2069303839807342,1.6109495343901408,1.8955223880597007,THER_AREA_66C5,4.09374991539595,True,6
BRAND_076F,1.9104244694132333,1.86944492435777,BRAND_076F_COUNTRY_4442,CORP_7883,COUNTRY_4442,2016-08-01,2019-02-01,DRUG_ID_B8A8,-1,"['IND_7C11', 'IND_B2EF', 'IND_5257', 'IND_5719']",1.0,1.1699469022982305,0.0046751760031428,2.185323105739643,1.0160885531369377,1.82089552238806,THER_AREA_96D7,3.0693000230327305,True,9
BRAND_62C7,1.6551186017478152,1.6610191193764057,BRAND_62C7_COUNTRY_89F9,CORP_01C7,COUNTRY_89F9,2016-09-01,2019-02-01,DRUG_ID_3A6F,-1,"['IND_DA0B', 'IND_9D10', 'IND_BD8B']",-1.0,1.5131239048669896,0.0264600452368599,1.1945323997680952,1.3724777788240394,1.9402985074626864,THER_AREA_96D7,3.820558703359026,True,9
BRAND_C114,1.9324282147315857,1.9001349321424512,BRAND_C114_COUNTRY_C8F4,CORP_8F4F,COUNTRY_C8F4,2018-04-01,2019-02-01,DRUG_ID_71A8,-1,['IND_B2EF'],-1.0,1.0472842067300348,0.0005286837468463,1.696405476519645,2.3668018764949057,2.0149253731343286,THER_AREA_96D7,1.066190885014252,True,9
BRAND_3E0A,1.9324282147315857,1.9001349321424512,BRAND_3E0A_COUNTRY_C8F4,CORP_01C7,COUNTRY_C8F4,2014-10-01,2019-02-01,DRUG_ID_3210,-1,['IND_617C'],-1.0,1.0472842067300348,0.0335367188486349,1.0039691388306649,1.0171323145757578,2.0149253731343286,THER_AREA_980E,1.0129106961487573,True,10
BRAND_71FA,1.8542446941323347,2.054177363862654,BRAND_71FA_COUNTRY_D8B0,CORP_E8B1,COUNTRY_D8B0,2016-09-01,2019-02-01,DRUG_ID_7D8C,-1,"['IND_B2EF', 'IND_D5C1', 'IND_7C11', 'IND_C829', 'IND_5257', 'IND_3965', 'IND_5CC2', 'IND_E462', 'IND_545C']",2.0266666666666664,1.649419474625573,0.0173369032705477,1.818746376488427,1.2560211870028763,1.8955223880597007,THER_AREA_96D7,9.796184167261458,True,9
BRAND_FEAA,1.9680087390761547,1.864988728451703,BRAND_FEAA_COUNTRY_4242,CORP_443D,COUNTRY_4242,2015-12-01,2019-02-01,DRUG_ID_032B,-1,"['IND_5586', 'IND_656A', 'IND_1705', 'IND_C77A', 'IND_8EA5']",-1.0,1.0108949180033329,0.0184894703161631,1.2582170093207867,1.4447356473354556,2.0,THER_AREA_8E53,1.0795949753395488,True,8
BRAND_152E,1.7838639200998752,1.8919444994337984,BRAND_152E_COUNTRY_445D,CORP_01C7,COUNTRY_445D,2016-01-01,2019-02-01,DRUG_ID_A56F,-1,"['IND_851C', 'IND_176A', 'IND_0AE9', 'IND_632E']",1.0,1.269486907214198,0.0743957594220792,-1.0,1.2899245724776554,1.7910447761194028,THER_AREA_CD59,4.684233136448184,True,11
BRAND_DB75,1.9324282147315857,1.9001349321424512,BRAND_DB75_COUNTRY_C8F4,CORP_8F4F,COUNTRY_C8F4,2019-01-01,2019-02-01,DRUG_ID_A3F0,-1,"['IND_545C', 'IND_B2EF']",-1.0,1.0472842067300348,0.0019838959898832,1.8443116442938057,2.2424630956029423,2.0149253731343286,THER_AREA_96D7,1.051013238483493,True,9
BRAND_076F,1.9324282147315857,1.9001349321424512,BRAND_076F_COUNTRY_C8F4,CORP_7883,COUNTRY_C8F4,2018-02-01,2019-02-01,DRUG_ID_B8A8,-1,"['IND_7C11', 'IND_B2EF', 'IND_5257', 'IND_545C']",-1.0,1.0472842067300348,0.0030542011254152,2.297841502029166,1.680044042111761,2.0149253731343286,THER_AREA_96D7,1.6250087158130049,True,9
BRAND_E561,1.9680087390761547,1.864988728451703,BRAND_E561_COUNTRY_4242,CORP_3C9A,COUNTRY_4242,2018-04-01,2019-02-01,DRUG_ID_8C97,-1,['IND_C3B6'],-1.0,1.0108949180033329,0.0279021976943447,1.18456495562592,1.120466127108707,2.0,THER_AREA_980E,1.0147115261282578,True,10
BRAND_50D8,1.9680087390761547,1.864988728451703,BRAND_50D8_COUNTRY_4242,CORP_F57D,COUNTRY_4242,2018-02-01,2019-02-01,DRUG_ID_D235,-1,['IND_7671'],-1.0,1.0108949180033329,0.0179958921402609,-1.0,1.0028407640254209,2.0,THER_AREA_CD59,1.0003499095624255,True,11
BRAND_76D6,1.9680087390761547,1.864988728451703,BRAND_76D6_COUNTRY_4242,CORP_A682,COUNTRY_4242,2018-05-01,2019-02-01,DRUG_ID_45AB,-1,['IND_8EA5'],-1.0,1.0108949180033329,0.0183787783291145,2.3370780002675824,1.478095082431293,2.0,THER_AREA_96D7,1.7373720831526096,True,9
BRAND_358A,2.286204744069913,1.8468803911778664,BRAND_358A_COUNTRY_D5B9,CORP_443D,COUNTRY_D5B9,2015-08-01,2019-02-01,DRUG_ID_AA88,-1,['IND_3F31'],-1.0,1.0071334268704493,0.0527789430835699,1.0103708448711348,1.0209442570191494,2.029850746268657,THER_AREA_6CEE,1.118802980330434,True,7
BRAND_37FE,1.9680087390761547,1.864988728451703,BRAND_37FE_COUNTRY_4242,CORP_A4B5,COUNTRY_4242,2018-11-01,2019-02-01,DRUG_ID_2757,-1,['IND_617C'],-1.0,1.0108949180033329,0.0848405345371062,1.008518039513,1.0196330291614837,2.0,THER_AREA_980E,1.0200490517016665,True,10
BRAND_37FE,1.9324282147315857,1.9001349321424512,BRAND_37FE_COUNTRY_C8F4,CORP_A4B5,COUNTRY_C8F4,2018-12-01,2019-02-01,DRUG_ID_2757,-1,['IND_617C'],-1.0,1.0472842067300348,0.0335367188486349,1.007447709940686,1.0300084211502845,2.0149253731343286,THER_AREA_980E,1.0147850837588992,True,10
BRAND_F535,2.286204744069913,1.8468803911778664,BRAND_F535_COUNTRY_D5B9,CORP_7F78,COUNTRY_D5B9,2018-11-01,2019-02-01,DRUG_ID_B194,2021-11-01 00:00:00,"['IND_2A7F', 'IND_A6C2']",-1.0,1.0071334268704493,0.0002325906933612,1.0931186727913302,1.0223653632260548,2.029850746268657,THER_AREA_6CEE,1.0020013805336985,True,7
BRAND_0470,2.286204744069913,1.8468803911778664,BRAND_0470_COUNTRY_D5B9,CORP_D2B7,COUNTRY_D5B9,2018-07-01,2019-02-01,DRUG_ID_7C18,-1,['IND_8EA5'],-1.0,1.0071334268704493,0.0183787783291145,2.252642376131651,1.2197407309677095,2.029850746268657,THER_AREA_96D7,1.1568465782446051,True,9
BRAND_BEF6,1.9680087390761547,1.864988728451703,BRAND_BEF6_COUNTRY_4242,CORP_1E86,COUNTRY_4242,2016-04-01,2019-02-01,DRUG_ID_933E,-1,['IND_617C'],-1.0,1.0108949180033329,0.0848405345371062,1.0072693216786337,1.0181410899747347,2.0,THER_AREA_980E,1.0127959628303076,True,10
BRAND_51B0,1.9680087390761547,1.864988728451703,BRAND_51B0_COUNTRY_4242,CORP_A278,COUNTRY_4242,2014-11-01,2019-02-01,DRUG_ID_BD35,-1,['IND_BAFB'],-1.0,1.0108949180033329,0.0028207758726596,1.186995495696383,1.4720481790991669,2.0,THER_AREA_6CEE,1.570509662944122,True,7
BRAND_2C29,2.286204744069913,1.8468803911778664,BRAND_2C29_COUNTRY_D5B9,CORP_A682,COUNTRY_D5B9,2016-01-01,2019-02-01,DRUG_ID_5657,-1,"['IND_0CA5', 'IND_5586', 'IND_D184']",-1.0,1.0071334268704493,0.0001106919870485,1.742400978587038,2.640029623249514,2.029850746268657,THER_AREA_96D7,1.1709313320617736,True,9
BRAND_7114,1.7838639200998752,1.8919444994337984,BRAND_7114_COUNTRY_445D,CORP_6095,COUNTRY_445D,2015-06-01,2019-02-01,DRUG_ID_5417,-1,"['IND_0AE9', 'IND_8F07', 'IND_176A', 'IND_851C']",1.0,1.269486907214198,0.0824571413222725,-1.0,1.2737603659454209,1.7910447761194028,THER_AREA_CD59,7.550381332462757,True,11
BRAND_76D6,2.286204744069913,1.8468803911778664,BRAND_76D6_COUNTRY_D5B9,CORP_A682,COUNTRY_D5B9,2018-03-01,2019-02-01,DRUG_ID_45AB,-1,['IND_8EA5'],-1.0,1.0071334268704493,0.0183787783291145,2.277777282254828,1.4496770431111687,2.029850746268657,THER_AREA_96D7,1.267475466870026,True,9
BRAND_4979,1.9680087390761547,1.864988728451703,BRAND_4979_COUNTRY_4242,CORP_8F4F,COUNTRY_4242,2015-01-01,2019-02-01,DRUG_ID_B7E2,-1,['IND_F338'],-1.0,1.0108949180033329,0.0071659550822146,1.92752976854123,1.6241607833099223,2.0,THER_AREA_96D7,1.0532250755715262,True,9
BRAND_222B,2.286204744069913,1.8468803911778664,BRAND_222B_COUNTRY_D5B9,CORP_6095,COUNTRY_D5B9,2014-12-01,2019-02-01,DRUG_ID_2D67,-1,"['IND_4E22', 'IND_4F87', 'IND_528C']",-1.0,1.0071334268704493,0.0056044815103366,1.3650269812246354,1.697086167931357,2.029850746268657,THER_AREA_96D7,1.0066048622513324,True,9
BRAND_71FA,2.286204744069913,1.8468803911778664,BRAND_71FA_COUNTRY_D5B9,CORP_E8B1,COUNTRY_D5B9,2016-11-01,2019-02-01,DRUG_ID_7D8C,-1,"['IND_B2EF', 'IND_D5C1', 'IND_7C11', 'IND_C829', 'IND_5257', 'IND_3965', 'IND_5CC2', 'IND_E462', 'IND_545C']",-1.0,1.0071334268704493,0.0173369032705477,1.7581471405848168,1.253370425743038,2.029850746268657,THER_AREA_96D7,1.4574618009860496,True,9
BRAND_62C7,1.8542446941323347,2.054177363862654,BRAND_62C7_COUNTRY_D8B0,CORP_01C7,COUNTRY_D8B0,2016-06-01,2019-02-01,DRUG_ID_3A6F,-1,"['IND_DA0B', 'IND_9D10', 'IND_BD8B']",2.0266666666666664,1.649419474625573,0.0386903236770739,1.2076327877625652,2.035590058379801,1.8955223880597007,THER_AREA_96D7,5.383647791197372,True,9
BRAND_229A,1.9680087390761547,1.864988728451703,BRAND_229A_COUNTRY_4242,CORP_5CBD,COUNTRY_4242,2016-09-01,2019-02-01,DRUG_ID_BE46,-1,['IND_617C'],-1.0,1.0108949180033329,0.0848405345371062,-1.0,1.0143712062467625,2.0,THER_AREA_980E,1.117481497063288,True,10
BRAND_761E,1.9680087390761547,1.864988728451703,BRAND_761E_COUNTRY_4242,CORP_5CBD,COUNTRY_4242,2015-01-01,2019-02-01,DRUG_ID_92F5,-1,['IND_F1DB'],-1.0,1.0108949180033329,0.0015335834373905,-1.0,1.6557970402517634,2.0,THER_AREA_96D7,1.0048328384965086,True,9
BRAND_6646,1.9680087390761547,1.864988728451703,BRAND_6646_COUNTRY_4242,CORP_0546,COUNTRY_4242,2018-01-01,2019-02-01,DRUG_ID_7DA2,-1,"['IND_B103', 'IND_C829']",-1.0,1.0108949180033329,0.0017480793203145,1.9951389198590728,2.856951316178776,2.0,THER_AREA_96D7,1.086017731373356,True,9
