brand,che_pc_usd,che_perc_gdp,cluster_nl,corporation,country,launch_date,date,drug_id,ind_launch_date,indication,insurance_perc_che,population,prev_perc,price_month,price_unit,public_perc_che,therapeutic_area,target,therapeutic_area_encoded
BRAND_BBBC,1.119538077403246,1.7106027659226497,BRAND_BBBC_COUNTRY_4253,CORP_C868,COUNTRY_4253,2017-06-01,2017-09-01,DRUG_ID_CD87,-1,['IND_3A0D'],1.0,2.675652250514816,0.1327083824951049,1.0029434063238638,1.0074202136211343,1.388059701492537,THER_AREA_66C5,1.183178932971988,6
BRAND_CFD9,1.119538077403246,1.7106027659226497,BRAND_CFD9_COUNTRY_4253,CORP_09BB,COUNTRY_4253,2017-09-01,2017-09-01,DRUG_ID_473B,-1,['IND_3A0D'],1.0,2.675652250514816,0.1327083824951049,1.0090309057664006,1.0104483666217805,1.388059701492537,THER_AREA_66C5,1.0519518644994883,6
BRAND_7A2E,1.310705368289638,1.4433895784890045,BRAND_7A2E_COUNTRY_4D48,CORP_C868,COUNTRY_4D48,2015-08-01,2017-09-01,DRUG_ID_B633,-1,['IND_3A0D'],1.64,1.3879273358983202,0.101686447612223,1.0022298532756544,1.0040151559739845,1.611940298507463,THER_AREA_66C5,1.3955122285218993,6
BRAND_5EBB,1.0179463171036205,1.1831658089356585,BRAND_5EBB_COUNTRY_E319,CORP_C868,COUNTRY_E319,2015-11-01,2017-09-01,DRUG_ID_04FA,2014-12-01 00:00:00,['IND_3A0D'],1.0533333333333332,1.7892220943177226,0.163137482859968,1.00057976185167,1.0052000413472062,1.208955223880597,THER_AREA_66C5,1.0393668690403952,6
BRAND_5D0A,1.2879213483146068,1.7167041966434111,BRAND_5D0A_COUNTRY_EA71,CORP_5FB4,COUNTRY_EA71,2017-01-01,2017-09-01,DRUG_ID_25F1,-1,['IND_3A0D'],1.0133333333333334,1.0486953267765515,0.0885443661886593,1.0029523257369666,1.0055688518277193,1.671641791044776,THER_AREA_66C5,1.0057806592163343,6
BRAND_A12A,1.0438514357053683,1.2351565381216594,BRAND_A12A_COUNTRY_84C8,CORP_5CBD,COUNTRY_84C8,2016-10-01,2017-09-01,DRUG_ID_B15F,2019-08-01 00:00:00,['IND_3A0D'],1.36,1.2208893583782727,0.1327083824951049,1.0073585158096596,1.0108238578387494,1.671641791044776,THER_AREA_66C5,1.019804625824848,6
BRAND_A12A,1.119538077403246,1.7106027659226497,BRAND_A12A_COUNTRY_4253,CORP_5CBD,COUNTRY_4253,2016-04-01,2017-09-01,DRUG_ID_B15F,-1,['IND_3A0D'],1.0,2.675652250514816,0.1327083824951049,1.0036123623065605,1.0104296748269173,1.388059701492537,THER_AREA_66C5,1.675802047629893,6
BRAND_31DA,1.310705368289638,1.4433895784890045,BRAND_31DA_COUNTRY_4D48,CORP_3650,COUNTRY_4D48,2014-12-01,2017-09-01,DRUG_ID_25F1,-1,['IND_3A0D'],1.64,1.3879273358983202,0.101686447612223,1.0018879424400542,1.0069427088774203,1.611940298507463,THER_AREA_66C5,1.1714641140670436,6
BRAND_4EAC,1.0438514357053683,1.2351565381216594,BRAND_4EAC_COUNTRY_84C8,CORP_39F7,COUNTRY_84C8,2015-06-01,2017-09-01,DRUG_ID_0259,-1,['IND_A24B'],1.36,1.2208893583782727,0.0059146886589897,1.1710297462426973,1.2836917923902966,1.671641791044776,THER_AREA_051D,1.0185171118801857,1
BRAND_4AB9,1.179463171036205,1.627065625509286,BRAND_4AB9_COUNTRY_2E65,CORP_A682,COUNTRY_2E65,2015-09-01,2017-09-01,DRUG_ID_E219,-1,['IND_3A0D'],1.7333333333333334,1.112863402114194,0.1327083824951049,1.0052624537305446,1.0077674160591423,1.4925373134328357,THER_AREA_66C5,1.001471918838145,6
BRAND_5EBB,1.1889825218476904,1.3777386705019117,BRAND_5EBB_COUNTRY_B835,CORP_C868,COUNTRY_B835,2015-06-01,2017-09-01,DRUG_ID_04FA,2014-12-01 00:00:00,['IND_3A0D'],1.1466666666666667,1.239793350200987,0.163137482859968,1.003686690749082,1.007555274249292,1.7910447761194028,THER_AREA_66C5,1.043842391129726,6
BRAND_AEF0,1.119538077403246,1.7106027659226497,BRAND_AEF0_COUNTRY_4253,CORP_01C7,COUNTRY_4253,2017-04-01,2017-09-01,DRUG_ID_7E51,2017-03-01 00:00:00,"['IND_7BAA', 'IND_78F6']",1.0,2.675652250514816,0.0004575779405603,-1.0,1.102106178222579,1.388059701492537,THER_AREA_4BA5,1.2133198798652112,3
BRAND_061C,1.3662609238451937,1.6589306010752831,BRAND_061C_COUNTRY_907E,CORP_9AE0,COUNTRY_907E,2016-03-01,2017-09-01,DRUG_ID_4DF9,-1,"['IND_6D11', 'IND_0A78', 'IND_83B5']",1.04,1.3478867145491862,0.4076920490657945,-1.0,1.0043519038156836,1.82089552238806,THER_AREA_980E,1.030320812922155,10
BRAND_F6E0,1.0722534332084894,1.2503700100866186,BRAND_F6E0_COUNTRY_8DBB,CORP_7E54,COUNTRY_8DBB,2015-09-01,2017-09-01,DRUG_ID_F617,-1,"['IND_4000', 'IND_3A0D']",1.36,1.9691579350673176,0.1724304750110272,1.0034562725772644,1.007009132951438,1.5074626865671643,THER_AREA_66C5,1.0941047288004226,6
BRAND_3FFD,1.2879213483146068,1.7167041966434111,BRAND_3FFD_COUNTRY_EA71,CORP_D524,COUNTRY_EA71,2014-10-01,2017-09-01,DRUG_ID_0424,-1,"['IND_1985', 'IND_2C52']",1.0133333333333334,1.0486953267765515,0.0586444101655116,1.0065260372534155,1.004066675503689,1.671641791044776,THER_AREA_6CEE,1.0050476369943186,7
BRAND_FCEB,1.0179463171036205,1.1831658089356585,BRAND_FCEB_COUNTRY_E319,CORP_7E54,COUNTRY_E319,2015-10-01,2017-09-01,DRUG_ID_482D,2013-02-01 00:00:00,['IND_3A0D'],1.0533333333333332,1.7892220943177226,0.163137482859968,1.0031217945859163,1.0185468382191634,1.208955223880597,THER_AREA_66C5,1.086010324528604,6
BRAND_CFD9,1.3662609238451937,1.6589306010752831,BRAND_CFD9_COUNTRY_907E,CORP_09BB,COUNTRY_907E,2017-02-01,2017-09-01,DRUG_ID_473B,-1,['IND_3A0D'],1.04,1.3478867145491862,0.0885443661886593,1.016902287829461,1.0269898929459051,1.82089552238806,THER_AREA_66C5,1.4029706657787984,6
BRAND_0056,1.0671036204744069,1.1656704468742949,BRAND_0056_COUNTRY_221C,CORP_01C7,COUNTRY_221C,2017-03-01,2017-09-01,DRUG_ID_D637,2019-07-01 00:00:00,['IND_FC21'],1.7333333333333334,1.6338781382871486,0.0034193047654738,-1.0,1.0236895481521775,1.9104477611940296,THER_AREA_644A,1.0144072909743471,4
BRAND_0056,1.377808988764045,1.187787261057193,BRAND_0056_COUNTRY_458E,CORP_01C7,COUNTRY_458E,2017-02-01,2017-09-01,DRUG_ID_D637,2019-07-01 00:00:00,['IND_FC21'],1.0933333333333333,1.0104416426174132,0.003755866150783,-1.0,1.0294027621452515,1.4477611940298507,THER_AREA_644A,1.0161323065266727,4
BRAND_44D9,1.2314294631710363,1.5973204432250323,BRAND_44D9_COUNTRY_6B71,CORP_5CBD,COUNTRY_6B71,2015-09-01,2017-09-01,DRUG_ID_98E4,-1,['IND_3A0D'],1.4,1.0521473905885663,0.0960234853005456,1.0053516478615707,1.008692070430255,1.5074626865671643,THER_AREA_66C5,1.1615386866908244,6
BRAND_7A2E,1.174625468164794,1.553857471958208,BRAND_7A2E_COUNTRY_3536,CORP_C868,COUNTRY_3536,2015-05-01,2017-09-01,DRUG_ID_B633,-1,['IND_3A0D'],1.44,1.32466480548883,0.1327083824951049,1.000445970655131,1.0096927772025064,1.671641791044776,THER_AREA_66C5,1.0692565525162916,6
BRAND_F886,1.310705368289638,1.4433895784890045,BRAND_F886_COUNTRY_4D48,CORP_A278,COUNTRY_4D48,2016-09-01,2017-09-01,DRUG_ID_F358,-1,['IND_3A0D'],1.64,1.3879273358983202,0.101686447612223,-1.0,1.0076533526049023,1.611940298507463,THER_AREA_66C5,1.0174117041530484,6
BRAND_36D4,1.2879213483146068,1.7167041966434111,BRAND_36D4_COUNTRY_EA71,CORP_5FB4,COUNTRY_EA71,2017-01-01,2017-09-01,DRUG_ID_318B,-1,['IND_3A0D'],1.0133333333333334,1.0486953267765515,0.0885443661886593,1.0037350042367212,1.0067775312219878,1.671641791044776,THER_AREA_66C5,1.001683907843118,6
BRAND_9035,1.174625468164794,1.553857471958208,BRAND_9035_COUNTRY_3536,CORP_5CBD,COUNTRY_3536,2014-08-01,2017-09-01,DRUG_ID_877B,-1,['IND_3A0D'],1.44,1.32466480548883,0.1327083824951049,1.000490567720644,1.011070114233488,1.671641791044776,THER_AREA_66C5,1.0489015215038326,6
BRAND_8C86,1.3662609238451937,1.6589306010752831,BRAND_8C86_COUNTRY_907E,CORP_4EBC,COUNTRY_907E,2016-04-01,2017-09-01,DRUG_ID_CD87,-1,['IND_3A0D'],1.04,1.3478867145491862,0.0885443661886593,1.006020603844267,1.0097482467755146,1.82089552238806,THER_AREA_66C5,1.337693887570328,6
BRAND_4AB9,1.174625468164794,1.553857471958208,BRAND_4AB9_COUNTRY_3536,CORP_A682,COUNTRY_3536,2017-01-01,2017-09-01,DRUG_ID_E219,-1,['IND_3A0D'],1.44,1.32466480548883,0.1327083824951049,1.0003121794585916,1.008993614710546,1.671641791044776,THER_AREA_66C5,1.00720532749313,6
BRAND_F05A,1.3662609238451937,1.6589306010752831,BRAND_F05A_COUNTRY_907E,CORP_7E54,COUNTRY_907E,2017-01-01,2017-09-01,DRUG_ID_47B7,-1,"['IND_4000', 'IND_3A0D']",1.04,1.3478867145491862,0.0908903362548129,1.0025866297997592,1.0191601726474906,1.82089552238806,THER_AREA_66C5,1.4232748705117515,6
BRAND_6294,1.2879213483146068,1.7167041966434111,BRAND_6294_COUNTRY_EA71,CORP_5FB4,COUNTRY_EA71,2017-01-01,2017-09-01,DRUG_ID_B8BC,-1,['IND_3A0D'],1.0133333333333334,1.0486953267765515,0.0885443661886593,1.004916826472818,1.0076392020791582,1.671641791044776,THER_AREA_66C5,1.025172545002584,6
BRAND_9035,1.119538077403246,1.7106027659226497,BRAND_9035_COUNTRY_4253,CORP_5CBD,COUNTRY_4253,2015-03-01,2017-09-01,DRUG_ID_877B,-1,['IND_3A0D'],1.0,2.675652250514816,0.1327083824951049,-1.0,1.010360996156667,1.388059701492537,THER_AREA_66C5,1.276937583336581,6
BRAND_4AB9,1.3662609238451937,1.6589306010752831,BRAND_4AB9_COUNTRY_907E,CORP_49C9,COUNTRY_907E,2016-05-01,2017-09-01,DRUG_ID_E219,-1,['IND_3A0D'],1.04,1.3478867145491862,0.0885443661886593,1.0070240378183115,1.0103281246264195,1.82089552238806,THER_AREA_66C5,1.21002619111386,6
BRAND_A368,1.2314294631710363,1.5973204432250323,BRAND_A368_COUNTRY_6B71,CORP_2F31,COUNTRY_6B71,2014-12-01,2017-09-01,DRUG_ID_52A5,-1,['IND_617C'],1.4,1.0521473905885663,0.0884584421473637,-1.0,1.0054267453771648,1.5074626865671643,THER_AREA_22ED,1.023915169253809,2
BRAND_2D21,1.0696004993757802,1.267257686616338,BRAND_2D21_COUNTRY_0C7D,CORP_C868,COUNTRY_0C7D,2016-08-01,2017-09-01,DRUG_ID_C2AD,-1,['IND_3A0D'],1.8533333333333333,1.1270396388592334,0.0668951581050119,-1.0,1.0082075766730534,1.9104477611940296,THER_AREA_66C5,1.009764009242312,6
BRAND_B0E9,1.179463171036205,1.627065625509286,BRAND_B0E9_COUNTRY_2E65,CORP_90D7,COUNTRY_2E65,2017-05-01,2017-09-01,DRUG_ID_B0AD,2011-12-01 00:00:00,['IND_01DA'],1.7333333333333334,1.112863402114194,0.2027945740080742,1.0030883467867815,1.0057089041653986,1.4925373134328357,THER_AREA_644A,1.0014244128683558,4
BRAND_7A2E,1.0696004993757802,1.267257686616338,BRAND_7A2E_COUNTRY_0C7D,CORP_C868,COUNTRY_0C7D,2016-06-01,2017-09-01,DRUG_ID_B633,-1,"['IND_3A0D', 'IND_4000']",1.8533333333333333,1.1270396388592334,0.0680962883686244,-1.0,1.0091386906709765,1.9104477611940296,THER_AREA_66C5,1.0449299202660824,6
BRAND_FCEB,1.0671036204744069,1.1656704468742949,BRAND_FCEB_COUNTRY_221C,CORP_7E54,COUNTRY_221C,2015-09-01,2017-09-01,DRUG_ID_482D,2013-02-01 00:00:00,['IND_3A0D'],1.7333333333333334,1.6338781382871486,0.163137482859968,1.0319314989073718,1.0174907572459728,1.9104477611940296,THER_AREA_66C5,1.0368275983326325,6
BRAND_F05A,1.067883895131086,1.2458821790076566,BRAND_F05A_COUNTRY_5FEB,CORP_7E54,COUNTRY_5FEB,2016-03-01,2017-09-01,DRUG_ID_47B7,2020-03-01 00:00:00,['IND_3A0D'],1.4666666666666668,2.164448372928625,0.0668951581050119,-1.0,1.0220509926013273,1.5970149253731345,THER_AREA_66C5,1.0671136757069846,6
BRAND_EF30,1.2100499375780274,1.0620211372352737,BRAND_EF30_COUNTRY_B6AE,CORP_5CBD,COUNTRY_B6AE,2015-10-01,2017-09-01,DRUG_ID_877B,2019-10-01 00:00:00,['IND_3A0D'],-1.0,1.0376145719083325,0.163137482859968,1.0051286625340052,1.0106995648326833,1.82089552238806,THER_AREA_66C5,1.0499905830908272,6
BRAND_070C,1.0722534332084894,1.2503700100866186,BRAND_070C_COUNTRY_8DBB,CORP_4AA4,COUNTRY_8DBB,2015-11-01,2017-09-01,DRUG_ID_D450,-1,['IND_01DA'],1.36,1.9691579350673176,0.2076543923862053,1.003478571110021,1.003638029027394,1.5074626865671643,THER_AREA_644A,1.0291502760428874,4
BRAND_0D53,1.0671036204744069,1.1656704468742949,BRAND_0D53_COUNTRY_221C,CORP_A117,COUNTRY_221C,2016-09-01,2017-09-01,DRUG_ID_F7F9,-1,['IND_83B5'],1.7333333333333334,1.6338781382871486,0.2543045356903793,1.0132007313918745,1.0236173241582027,1.9104477611940296,THER_AREA_645F,1.004848418411332,5
BRAND_9035,1.179463171036205,1.627065625509286,BRAND_9035_COUNTRY_2E65,CORP_5CBD,COUNTRY_2E65,2014-09-01,2017-09-01,DRUG_ID_877B,-1,['IND_3A0D'],1.7333333333333334,1.112863402114194,0.1327083824951049,-1.0,1.0068128836109451,1.4925373134328357,THER_AREA_66C5,1.0219117454525932,6
BRAND_D049,1.3662609238451937,1.6589306010752831,BRAND_D049_COUNTRY_907E,CORP_6095,COUNTRY_907E,2016-09-01,2017-09-01,DRUG_ID_6087,-1,"['IND_9BAC', 'IND_67CC']",1.04,1.3478867145491862,0.0074298770934393,-1.0,2.3327666567093672,1.82089552238806,THER_AREA_645F,1.3423566240459788,5
BRAND_A12A,1.1788389513108617,1.4632661202199966,BRAND_A12A_COUNTRY_88A3,CORP_5CBD,COUNTRY_88A3,2016-05-01,2017-09-01,DRUG_ID_B15F,-1,['IND_3A0D'],2.0,1.0082070139227062,0.0929705781958851,1.0056638273201624,1.019720658096998,1.9402985074626864,THER_AREA_66C5,1.0447822941879203,6
BRAND_6294,1.2314294631710363,1.5973204432250323,BRAND_6294_COUNTRY_6B71,CORP_443D,COUNTRY_6B71,2016-10-01,2017-09-01,DRUG_ID_B8BC,-1,['IND_3A0D'],1.4,1.0521473905885663,0.0960234853005456,1.0041921241582303,1.0068778954379336,1.5074626865671643,THER_AREA_66C5,1.102718889247085,6
BRAND_6C0F,1.0696004993757802,1.267257686616338,BRAND_6C0F_COUNTRY_0C7D,CORP_7883,COUNTRY_0C7D,2016-06-01,2017-09-01,DRUG_ID_E85F,-1,['IND_3A0D'],1.8533333333333333,1.1270396388592334,0.0668951581050119,-1.0,1.0039513325829057,1.9104477611940296,THER_AREA_66C5,1.0833344103055875,6
BRAND_44D9,1.0696004993757802,1.267257686616338,BRAND_44D9_COUNTRY_0C7D,CORP_5CBD,COUNTRY_0C7D,2017-05-01,2017-09-01,DRUG_ID_98E4,-1,['IND_3A0D'],1.8533333333333333,1.1270396388592334,0.0668951581050119,1.0046380948133613,1.0086852731364069,1.9104477611940296,THER_AREA_66C5,1.0001828724428443,6
BRAND_7A2E,1.067883895131086,1.2458821790076566,BRAND_7A2E_COUNTRY_5FEB,CORP_C868,COUNTRY_5FEB,2016-10-01,2017-09-01,DRUG_ID_B633,2017-02-01 00:00:00,['IND_3A0D'],1.4666666666666668,2.164448372928625,0.0668951581050119,1.0031217945859163,1.0068445526845575,1.5970149253731345,THER_AREA_66C5,1.1079350958116232,6
BRAND_A12A,1.067883895131086,1.2458821790076566,BRAND_A12A_COUNTRY_5FEB,CORP_5CBD,COUNTRY_5FEB,2017-07-01,2017-09-01,DRUG_ID_B15F,2019-08-01 00:00:00,['IND_3A0D'],1.4666666666666668,2.164448372928625,0.0668951581050119,-1.0,1.006318919646619,1.5970149253731345,THER_AREA_66C5,1.0251194200471208,6
BRAND_1202,1.0179463171036205,1.1831658089356585,BRAND_1202_COUNTRY_E319,CORP_AF60,COUNTRY_E319,2017-09-01,2017-09-01,DRUG_ID_25F1,-1,['IND_3A0D'],1.0533333333333332,1.7892220943177226,0.163137482859968,-1.0,1.002396627849405,1.208955223880597,THER_AREA_66C5,1.0038275508777443,6
BRAND_366E,1.1788389513108617,1.4632661202199966,BRAND_366E_COUNTRY_88A3,CORP_5CBD,COUNTRY_88A3,2017-05-01,2017-09-01,DRUG_ID_D407,-1,['IND_3A0D'],2.0,1.0082070139227062,0.0929705781958851,1.0059314097132408,1.0176742522856532,1.9402985074626864,THER_AREA_66C5,1.008540602816021,6
BRAND_C964,1.067883895131086,1.2458821790076566,BRAND_C964_COUNTRY_5FEB,CORP_7E54,COUNTRY_5FEB,2017-04-01,2017-09-01,DRUG_ID_F617,2021-12-01 00:00:00,['IND_3A0D'],1.4666666666666668,2.164448372928625,0.0668951581050119,1.0036569593720732,1.023366536305309,1.5970149253731345,THER_AREA_66C5,1.0129640215836475,6
BRAND_A12A,1.3662609238451937,1.6589306010752831,BRAND_A12A_COUNTRY_907E,CORP_5CBD,COUNTRY_907E,2016-08-01,2017-09-01,DRUG_ID_B15F,-1,['IND_3A0D'],1.04,1.3478867145491862,0.0885443661886593,1.0055746331891362,1.009661202811626,1.82089552238806,THER_AREA_66C5,1.340648963217966,6
BRAND_4EE4,1.0675717852684146,1.5069585030919523,BRAND_4EE4_COUNTRY_C89B,CORP_7E54,COUNTRY_C89B,2017-09-01,2017-09-01,DRUG_ID_F617,2018-09-01 00:00:00,"['IND_4000', 'IND_3A0D']",-1.0,1.430249678467371,0.1210163710107459,1.0015385987602017,1.0063175844891794,1.5970149253731345,THER_AREA_66C5,1.0073759403308673,6
BRAND_A12A,1.2314294631710363,1.5973204432250323,BRAND_A12A_COUNTRY_6B71,CORP_5CBD,COUNTRY_6B71,2016-12-01,2017-09-01,DRUG_ID_B15F,-1,['IND_3A0D'],1.4,1.0521473905885663,0.0960234853005456,1.0053070507960575,1.009262214240148,1.5074626865671643,THER_AREA_66C5,1.111249275725517,6
BRAND_7A2E,1.3662609238451937,1.6589306010752831,BRAND_7A2E_COUNTRY_907E,CORP_C868,COUNTRY_907E,2015-02-01,2017-09-01,DRUG_ID_B633,-1,['IND_3A0D'],1.04,1.3478867145491862,0.0885443661886593,1.0055746331891362,1.00898436080417,1.82089552238806,THER_AREA_66C5,1.4784673572944924,6
BRAND_7A2E,1.0722534332084894,1.2503700100866186,BRAND_7A2E_COUNTRY_8DBB,CORP_C868,COUNTRY_8DBB,2014-08-01,2017-09-01,DRUG_ID_B633,-1,['IND_3A0D'],1.36,1.9691579350673176,0.171372066316982,1.005976006778754,1.0078551322089364,1.5074626865671643,THER_AREA_66C5,1.1682464785433666,6
BRAND_638F,1.0671036204744069,1.1656704468742949,BRAND_638F_COUNTRY_221C,CORP_CDB5,COUNTRY_221C,2014-09-01,2017-09-01,DRUG_ID_A22C,-1,['IND_FC21'],1.7333333333333334,1.6338781382871486,0.0034193047654738,1.0606074120322884,1.0008618742744235,1.9104477611940296,THER_AREA_644A,1.003046001052181,4
BRAND_AEF0,1.179463171036205,1.627065625509286,BRAND_AEF0_COUNTRY_2E65,CORP_01C7,COUNTRY_2E65,2017-06-01,2017-09-01,DRUG_ID_7E51,-1,['IND_7BAA'],1.7333333333333334,1.112863402114194,0.0002287889702801,-1.0,1.150326969916052,1.4925373134328357,THER_AREA_4BA5,1.0173006784151866,3
BRAND_F05A,1.2314294631710363,1.5973204432250323,BRAND_F05A_COUNTRY_6B71,CORP_7E54,COUNTRY_6B71,2015-09-01,2017-09-01,DRUG_ID_47B7,-1,"['IND_4000', 'IND_3A0D']",1.4,1.0521473905885663,0.098599425742032,1.0023413459394372,1.0198823822881755,1.5074626865671643,THER_AREA_66C5,1.2868262318974797,6
BRAND_4EAC,1.0722534332084894,1.2503700100866186,BRAND_4EAC_COUNTRY_8DBB,CORP_39F7,COUNTRY_8DBB,2015-06-01,2017-09-01,DRUG_ID_0259,-1,['IND_A24B'],1.36,1.9691579350673176,0.0137179944562021,1.096262765910003,1.1213981367953951,1.5074626865671643,THER_AREA_051D,1.085117927440199,1
BRAND_0056,1.050561797752809,1.1010565324450292,BRAND_0056_COUNTRY_3F0E,CORP_01C7,COUNTRY_3F0E,2017-04-01,2017-09-01,DRUG_ID_D637,-1,['IND_FC21'],1.0,1.2241481180743263,0.0021352326353249,-1.0,1.0215530324074285,1.5074626865671643,THER_AREA_644A,1.020055747169056,4
BRAND_F05A,1.1788389513108617,1.4632661202199966,BRAND_F05A_COUNTRY_88A3,CORP_7E54,COUNTRY_88A3,2015-09-01,2017-09-01,DRUG_ID_47B7,-1,"['IND_4000', 'IND_3A0D']",2.0,1.0082070139227062,0.0953495240814676,1.0023413459394372,1.019223548050889,1.9402985074626864,THER_AREA_66C5,1.0113130614292545,6
BRAND_7A2E,1.179463171036205,1.627065625509286,BRAND_7A2E_COUNTRY_2E65,CORP_C868,COUNTRY_2E65,2015-05-01,2017-09-01,DRUG_ID_B633,-1,['IND_3A0D'],1.7333333333333334,1.112863402114194,0.1327083824951049,1.003567765241047,1.0057473097001788,1.4925373134328357,THER_AREA_66C5,1.025467030933589,6
BRAND_BB7F,1.4324282147315854,1.4788253870595307,BRAND_BB7F_COUNTRY_5A54,CORP_01C7,COUNTRY_5A54,2016-10-01,2017-09-01,DRUG_ID_A82E,2004-04-01 00:00:00,['IND_3F31'],1.6266666666666667,1.0306998808559529,0.0565694885470417,-1.0,1.046192206469414,1.6865671641791045,THER_AREA_6CEE,1.0452189090797366,7
BRAND_F886,1.179463171036205,1.627065625509286,BRAND_F886_COUNTRY_2E65,CORP_A278,COUNTRY_2E65,2016-03-01,2017-09-01,DRUG_ID_F358,2019-08-01 00:00:00,['IND_3A0D'],1.7333333333333334,1.112863402114194,0.1327083824951049,-1.0,1.0088405971734735,1.4925373134328357,THER_AREA_66C5,1.003192350088144,6
BRAND_6C9C,1.031367041198502,1.1407049954881288,BRAND_6C9C_COUNTRY_1033,CORP_01C7,COUNTRY_1033,2017-07-01,2017-09-01,DRUG_ID_7F22,-1,['IND_3A0D'],1.1333333333333333,1.5476789320791178,0.1193493617259534,-1.0,1.009217573681816,1.82089552238806,THER_AREA_66C5,1.0031370967023512,6
BRAND_4AB9,1.0722534332084894,1.2503700100866186,BRAND_4AB9_COUNTRY_8DBB,CORP_A682,COUNTRY_8DBB,2015-01-01,2017-09-01,DRUG_ID_E219,2019-08-01 00:00:00,['IND_3A0D'],1.36,1.9691579350673176,0.171372066316982,1.0052624537305446,1.0087612810983155,1.5074626865671643,THER_AREA_66C5,1.0515324838414573,6
BRAND_0A19,1.174625468164794,1.553857471958208,BRAND_0A19_COUNTRY_3536,CORP_D063,COUNTRY_3536,2016-05-01,2017-09-01,DRUG_ID_516C,-1,['IND_3A0D'],1.44,1.32466480548883,0.1327083824951049,-1.0,1.0085540667238797,1.671641791044776,THER_AREA_66C5,1.012265479500995,6
BRAND_A12A,1.2100499375780274,1.0620211372352737,BRAND_A12A_COUNTRY_B6AE,CORP_5CBD,COUNTRY_B6AE,2017-02-01,2017-09-01,DRUG_ID_B15F,2019-08-01 00:00:00,['IND_3A0D'],-1.0,1.0376145719083325,0.163137482859968,1.0077152923337644,1.0133617332987614,1.82089552238806,THER_AREA_66C5,1.0955140725708346,6
BRAND_F05A,1.0650749063670413,1.4674170068631245,BRAND_F05A_COUNTRY_EF33,CORP_7E54,COUNTRY_EF33,2016-02-01,2017-09-01,DRUG_ID_47B7,-1,"['IND_4000', 'IND_3A0D']",1.9466666666666668,1.3574289218075082,0.1724304750110272,-1.0,1.0055186315985667,1.7910447761194028,THER_AREA_66C5,1.0054961342144788,6
BRAND_A12A,1.310705368289638,1.4433895784890045,BRAND_A12A_COUNTRY_4D48,CORP_5CBD,COUNTRY_4D48,2017-06-01,2017-09-01,DRUG_ID_B15F,-1,['IND_3A0D'],1.64,1.3879273358983202,0.101686447612223,1.00221498758715,1.0040905673263163,1.611940298507463,THER_AREA_66C5,1.077541746892586,6
BRAND_1E1A,1.310705368289638,1.4433895784890045,BRAND_1E1A_COUNTRY_4D48,CORP_DF81,COUNTRY_4D48,2017-03-01,2017-09-01,DRUG_ID_4BB7,-1,['IND_3A0D'],1.64,1.3879273358983202,0.101686447612223,-1.0,1.004044122076629,1.611940298507463,THER_AREA_66C5,1.0492682880232802,6
BRAND_A12A,1.179463171036205,1.627065625509286,BRAND_A12A_COUNTRY_2E65,CORP_5CBD,COUNTRY_2E65,2016-09-01,2017-09-01,DRUG_ID_B15F,2019-08-01 00:00:00,['IND_3A0D'],1.7333333333333334,1.112863402114194,0.1327083824951049,-1.0,1.007249095704593,1.4925373134328357,THER_AREA_66C5,1.0143322445952636,6
BRAND_A12A,1.137952559300874,1.4537002984573768,BRAND_A12A_COUNTRY_FA79,CORP_5CBD,COUNTRY_FA79,2016-04-01,2017-09-01,DRUG_ID_B15F,-1,['IND_3A0D'],1.7866666666666666,1.043895606273607,0.0929705781958851,1.0042367212237435,1.009482958620512,1.7611940298507462,THER_AREA_66C5,1.0735177869246917,6
BRAND_6294,1.3662609238451937,1.6589306010752831,BRAND_6294_COUNTRY_907E,CORP_49C9,COUNTRY_907E,2017-01-01,2017-09-01,DRUG_ID_B8BC,-1,['IND_3A0D'],1.04,1.3478867145491862,0.0885443661886593,1.0052624537305446,1.0107281954641558,1.82089552238806,THER_AREA_66C5,1.06016503369578,6
BRAND_87CA,1.1788389513108617,1.4632661202199966,BRAND_87CA_COUNTRY_88A3,CORP_C868,COUNTRY_88A3,2017-02-01,2017-09-01,DRUG_ID_CD87,-1,['IND_3A0D'],2.0,1.0082070139227062,0.0929705781958851,1.006109797975293,1.0222673306828554,1.9402985074626864,THER_AREA_66C5,1.008579935715739,6
BRAND_5D0A,1.2314294631710363,1.5973204432250323,BRAND_5D0A_COUNTRY_6B71,CORP_443D,COUNTRY_6B71,2016-08-01,2017-09-01,DRUG_ID_25F1,-1,['IND_3A0D'],1.4,1.0521473905885663,0.0960234853005456,1.002779883750316,1.0058726307677577,1.5074626865671643,THER_AREA_66C5,1.0489781440357506,6
BRAND_44D9,1.0179463171036205,1.1831658089356585,BRAND_44D9_COUNTRY_E319,CORP_5CBD,COUNTRY_E319,2017-03-01,2017-09-01,DRUG_ID_98E4,2020-02-01 00:00:00,['IND_3A0D'],1.0533333333333332,1.7892220943177226,0.163137482859968,1.0004757020321395,1.004525978209789,1.208955223880597,THER_AREA_66C5,1.0258253689745254,6
BRAND_3C96,1.2314294631710363,1.5973204432250323,BRAND_3C96_COUNTRY_6B71,CORP_7E54,COUNTRY_6B71,2017-06-01,2017-09-01,DRUG_ID_3886,-1,['IND_3A0D'],1.4,1.0521473905885663,0.0960234853005456,1.1837399099139276,1.0327753542656513,1.5074626865671643,THER_AREA_66C5,1.085744955159728,6
